linear_stiffness_1,linear_stiffness_2,linear_stiffness_3,linear_stiffness_4,linear_stiffness_5,linear_stiffness_6,Inner_radius,Thickness,Outer_height,Gap,Control_point_x,Control_point_y,Inner_wavy_depth,Inner_wavy_height
767.5,767.5,34.1,35.6,35.6,16.6,13.5,6,12.5,8,4.265,11.586,0,0
