linear_stiffness_1,linear_stiffness_2,linear_stiffness_3,linear_stiffness_4,linear_stiffness_5,linear_stiffness_6,Inner_radius,Thickness,Outer_height,Gap,Control_point_x,Control_point_y,Inner_wavy_depth,Inner_wavy_height
400,402,17,25,25,12,13.5,4.5,14.5,6,3.72884,15.43546,0,0
