linear_stiffness_1,linear_stiffness_2,linear_stiffness_3,linear_stiffness_4,linear_stiffness_5,linear_stiffness_6,Inner_radius,Thickness,Outer_height,Gap,Control_point_x,Control_point_y,Inner_wavy_depth,Inner_wavy_height
1005,1004,70,50,50,30,14,5.4,15,15,2.395045,10.0055,0,0
