linear_stiffness_1,linear_stiffness_2,linear_stiffness_3,linear_stiffness_4,linear_stiffness_5,linear_stiffness_6,Inner_radius,Thickness,Outer_height,Gap,Control_point_x,Control_point_y,Inner_wavy_depth,Inner_wavy_height
456.42,456.42,78.1,18.6,18.6,30.08,11.6,7.8,15,14.505549,4.6,8,4,12
